 id_proyecto;fecha_inicio;ubicacion;cliente;tecnico_encargado;tipo_proyecto;complejidad;indice_riesgo;experiencia_contratista;duracion_planificada_dias;retraso_dias;incidentes_ambientales;costo_presupuesto_inicial;costo_real_final;desviacion_coste_pct;coste_material_final;coste_maquinaria_final;coste_mano_obra_final;coste_adicional_final;tipo_material;diametro_tuberia_mm;longitud_tuberia_km;num_valvulas_compuerta;num_hidrantes;num_bocas_riego;m2_lona;tipo_lona;m2_geotextil;electrovalvulas;bombas;tipo_reparacion;complejidad_reparacion
HIDRO-2025-01226;2023-08-08 13:28:39.831374;Sur;Industrial;TEC-0047;Red Agua Potable;2;1,0;2;104;-3;0;1167708,0;1333483,38;14,2;1111188,8;16529,2;39990,0;165775,38;FD;150;26,66;7;2;53;0;;0;0;0;;0
HIDRO-2025-01235;2023-08-08 13:28:39.831522;Este;Industrial;TEC-0020;Red Agua Potable;1;2,6;2;41;-2;4;808876,8;987479,78;22,08;776260,8;8425,8;24190,2;178602,98;FD;200;13,59;4;1;27;0;;0;0;0;;0
HIDRO-2025-00425;2023-08-09 13:28:39.816870;Este;Industrial;TEC-0033;Impermeabilización;2;2,2;3;9;-5;2;28412,16;37757,43;32,89;13138,51;2705,92;12567,73;9345,27;;0;0,0;0;0;0;1057;vertederos;1163;0;0;;0
HIDRO-2025-00524;2023-08-09 13:28:39.818685;Sur;Municipal;TEC-0017;Riego Agrícola;2;2,4;5;39;-7;0;538019,0;656663,89;22,05;477455,5;15118,0;45445,5;118644,89;;160;11,95;0;0;0;0;;0;23;2;;0
HIDRO-2025-00477;2023-08-11 13:28:39.817863;Norte;Industrial;TEC-0039;Reparación;3;2,9;1;37;0;4;10503,42;15755,13;50,0;9690,6;115,32;697,5;5251,71;FD;150;0,155;0;0;0;0;;0;0;0;Fuga;3
HIDRO-2025-01441;2023-08-11 13:28:39.835042;Este;Privado;TEC-0004;Riego Agrícola;1;2,7;4;21;-2;0;210303,7;267865,73;27,37;174310,9;9040,0;26952,8;57562,03;;110;8,89;0;0;0;0;;0;17;1;;0
HIDRO-2025-01297;2023-08-12 13:28:39.832592;Central;Industrial;TEC-0038;Riego Agrícola;1;1,9;4;29;-7;2;518832,4;586358,52;13,02;460431,8;14584,8;43815,8;67526,12;;160;11,52;0;0;0;0;;0;23;2;;0
HIDRO-2025-00381;2023-08-13 13:28:39.816108;Sur;Privado;TEC-0011;Reparación;1;1,7;5;13;-7;2;28589,82;28167,59;-1,48;27943,68;190,46;455,68;-422,23;FD;250;0,256;0;0;0;0;;0;0;0;Fuga;1
HIDRO-2025-01431;2023-08-13 13:28:39.834866;Oeste;Comunidad de Regantes;TEC-0042;Riego Agrícola;1;2,8;1;5;0;2;52416,8;64364,9;22,79;46502,6;1563,6;4350,6;11948,1;;160;1,14;0;0;0;0;;0;2;1;;0
HIDRO-2025-00387;2023-08-14 13:28:39.816219;Sur;Privado;TEC-0030;Riego Agrícola;1;2,6;3;11;-1;2;64599,1;76010,42;17,66;53485,2;150,0;10963,9;11411,32;;90;3,91;0;0;0;0;;0;7;1;;0
HIDRO-2025-00190;2023-08-15 13:28:39.812811;Sur;Municipal;TEC-0026;Impermeabilización;2;1,7;3;58;-4;0;150752,36;163529,32;8,48;81056,8;17008,64;52686,92;12776,96;;0;0,0;0;0;0;6644;400gr;7308;0;0;;0
HIDRO-2025-00343;2023-08-15 13:28:39.815446;Este;Industrial;TEC-0028;Reparación;3;2,9;5;14;-7;0;13345,38;17813,06;33,48;12843,9;89,28;412,2;4467,68;FD;400;0,06;0;0;0;0;;0;0;0;Refuerzo;3
HIDRO-2025-00972;2023-08-15 13:28:39.826995;Este;Municipal;TEC-0041;Red Agua Potable;3;2,0;5;38;-7;1;185940,1;221094,79;18,91;153900,7;7970,0;24069,4;35154,69;PE;110;7,97;2;1;15;0;;0;0;0;;0
HIDRO-2025-00280;2023-08-16 13:28:39.814356;Central;Privado;TEC-0021;Red Agua Potable;1;2,9;4;28;-7;3;421212,8;529223,42;25,64;373729,6;11705,6;35777,6;108010,62;PE;160;9,44;2;1;18;0;;0;0;0;;0
HIDRO-2025-00605;2023-08-16 13:28:39.820254;Este;Comunidad de Regantes;TEC-0001;Reparación;1;2,4;5;10;-7;2;18473,51;19515,89;5,64;17907,12;194,37;372,02;1042,38;FD;200;0,209;0;0;0;0;;0;0;0;Rotura;1
HIDRO-2025-01204;2023-08-16 13:28:39.831002;Norte;Municipal;TEC-0034;Riego Agrícola;2;1,3;3;26;-4;2;575038,4;643538,48;11,91;522943,9;15829,8;36264,7;68500,08;;200;8,43;0;0;0;0;;0;16;1;;0
HIDRO-2025-00563;2023-08-17 13:28:39.819499;Este;Comunidad de Regantes;TEC-0008;Reparación;3;3,0;5;4;-7;1;1615,45;2058,6;27,43;1388,92;33,48;193,05;443,14;PE;200;0,015;0;0;0;0;;0;0;0;Refuerzo;3
HIDRO-2025-01302;2023-08-17 13:28:39.832673;Oeste;Comunidad de Regantes;TEC-0028;Impermeabilización;1;1,2;1;30;3;1;121605,12;135618,08;11,52;56233,32;11581,44;53790,36;14012,96;;0;0,0;0;0;0;4524;vertederos;4976;0;0;;0
HIDRO-2025-01285;2023-08-18 13:28:39.832387;Sur;Privado;TEC-0050;Red Agua Potable;2;1,8;4;141;-6;1;2146291,2;2568864,28;19,69;2059747,2;22357,2;64186,8;422573,08;FD;200;36,06;10;3;72;0;;0;0;0;;0
HIDRO-2025-00469;2023-08-19 13:28:39.817689;Este;Municipal;TEC-0028;Red Agua Potable;2;1,2;5;51;-1;1;888549,2;818902,93;-7,84;808045,7;24347,4;56156,1;-69646,27;PE;200;13,09;3;1;26;0;;0;0;0;;0
HIDRO-2025-01012;2023-08-19 13:28:39.827688;Oeste;Comunidad de Regantes;TEC-0043;Red Agua Potable;2;1,1;4;21;4;1;1382362,8;1412817,32;2,2;1344798,0;10155,6;27409,2;30454,52;PE;400;5,46;1;1;10;0;;0;0;0;;0
HIDRO-2025-01310;2023-08-19 13:28:39.832806;Este;Industrial;TEC-0047;Riego Agrícola;1;1,4;4;33;-7;2;325724,2;358537,96;10,07;270014,4;14040,0;41669,8;32813,76;;110;13,74;0;0;0;0;;0;27;2;;0
HIDRO-2025-00663;2023-08-21 13:28:39.821654;Sur;Comunidad de Regantes;TEC-0007;Riego Agrícola;2;1,3;1;47;-1;0;353666,9;467537,18;32,2;293163,3;15230,0;45273,6;113870,28;;110;14,93;0;0;0;0;;0;29;2;;0
HIDRO-2025-01464;2023-08-21 13:28:39.835468;Oeste;Municipal;TEC-0039;Impermeabilización;1;2,2;3;49;-5;1;168019,45;217502,46;29,45;90341,0;18956,8;58721,65;49483,01;;0;0,0;0;0;0;7405;400gr;8146;0;0;;0
HIDRO-2025-00115;2023-08-22 13:28:39.811481;Sur;Comunidad de Regantes;TEC-0050;Reparación;2;1,3;2;31;-1;2;20826,53;20903,99;0,37;18686,48;351,17;1788,88;77,46;PE;160;0,236;0;0;0;0;;0;0;0;Sustitución;2
HIDRO-2025-00396;2023-08-23 13:28:39.816368;Central;Privado;TEC-0017;Red Agua Potable;2;1,6;5;145;-6;1;1663433,6;1687902,6;1,47;1475915,2;46227,2;141291,2;24469,0;PE;160;37,28;11;3;74;0;;0;0;0;;0
HIDRO-2025-00468;2023-08-23 13:28:39.817673;Central;Industrial;TEC-0015;Impermeabilización;1;2,7;4;86;-7;2;265863,6;320519,7;20,56;130479,66;33039,36;102344,58;54656,1;;0;0,0;0;0;0;12906;200gr;14197;0;0;;0
HIDRO-2025-00505;2023-08-23 13:28:39.818355;Sur;Privado;TEC-0017;Red Agua Potable;1;2,0;4;74;-2;1;2531750,0;2523070,54;-0,34;2374164,0;45942,0;111644,0;-8679,46;PE;250;24,7;7;2;49;0;;0;0;0;;0
HIDRO-2025-00849;2023-08-23 13:28:39.824892;Central;Privado;TEC-0037;Reparación;1;1,2;4;2;-6;1;16198,19;16231,58;0,21;15886,35;95,98;215,86;33,39;PE;400;0,043;0;0;0;0;;0;0;0;Refuerzo;1
HIDRO-2025-00907;2023-08-23 13:28:39.825889;Este;Municipal;TEC-0003;Red Agua Potable;3;1,2;4;26;-5;1;128315,0;134855,91;5,1;106205,0;5500,0;16610,0;6540,91;PE;110;5,5;1;1;11;0;;0;0;0;;0
HIDRO-2025-01089;2023-08-23 13:28:39.829050;Oeste;Industrial;TEC-0043;Red Agua Potable;3;1,3;2;137;-1;0;4546915,5;5914301,83;30,07;4356925,0;53140,2;136850,3;1367386,33;PE;315;28,57;8;2;57;0;;0;0;0;;0
HIDRO-2025-01227;2023-08-23 13:28:39.831392;Sur;Privado;TEC-0035;Riego Agrícola;2;2,7;5;43;-7;2;318168,6;366334,64;15,14;263750,2;13720,0;40698,4;48166,04;;110;13,42;0;0;0;0;;0;26;2;;0
HIDRO-2025-00256;2023-08-24 13:28:39.813947;Central;Comunidad de Regantes;TEC-0034;Impermeabilización;1;1,7;1;16;0;0;65049,6;97574,4;50,0;30080,6;6195,2;28773,8;32524,8;;0;0,0;0;0;0;2420;vertederos;2662;0;0;;0
HIDRO-2025-01018;2023-08-24 13:28:39.827795;Norte;Privado;TEC-0014;Red Agua Potable;3;2,5;4;91;-5;0;1283610,8;1840969,26;43,42;1167314,3;35172,6;81123,9;557358,46;PE;200;18,91;5;1;37;0;;0;0;0;;0
HIDRO-2025-01093;2023-08-24 13:28:39.829116;Oeste;Municipal;TEC-0005;Red Agua Potable;3;2,0;2;5;-1;1;48180,0;72270,0;50,0;45848,0;682,0;1650,0;24090,0;FD;150;1,1;1;1;2;0;;0;0;0;;0
HIDRO-2025-01272;2023-08-24 13:28:39.832160;Sur;Comunidad de Regantes;TEC-0006;Impermeabilización;1;1,1;2;84;-3;2;340650,24;338866,79;-0,52;157525,39;32442,88;150681,97;-1783,45;;0;0,0;0;0;0;12673;vertederos;13940;0;0;;0
HIDRO-2025-00702;2023-08-25 13:28:39.822345;Norte;Comunidad de Regantes;TEC-0003;Impermeabilización;2;2,2;4;98;-7;3;233418,6;284343,03;21,82;114556,41;29007,36;89854,83;50924,43;;0;0,0;0;0;0;11331;200gr;12464;0;0;;0
HIDRO-2025-00305;2023-08-27 13:28:39.814787;Central;Comunidad de Regantes;TEC-0031;Impermeabilización;2;1,1;2;36;-3;1;93777,77;116439,69;24,17;50422,6;10580,48;32774,69;22661,92;;0;0,0;0;0;0;4133;400gr;4546;0;0;;0
HIDRO-2025-00051;2023-08-28 13:28:39.810303;Oeste;Privado;TEC-0041;Red Agua Potable;1;2,7;2;27;4;0;618386,8;858512,09;38,83;562360,3;16944,6;39081,9;240125,29;PE;200;9,11;2;1;18;0;;0;0;0;;0
HIDRO-2025-01053;2023-08-28 13:28:39.828401;Central;Privado;TEC-0043;Riego Agrícola;2;1,3;5;35;-7;1;171684,4;157530,3;-8,24;142116,8;300,0;29267,6;-14154,1;;90;10,44;0;0;0;0;;0;20;2;;0
HIDRO-2025-01308;2023-08-28 13:28:39.832773;Norte;Industrial;TEC-0020;Impermeabilización;1;1,8;2;60;0;2;241301,76;294058,32;21,86;111584,11;22981,12;106736,53;52756,56;;0;0,0;0;0;0;8977;vertederos;9875;0;0;;0
HIDRO-2025-00241;2023-08-29 13:28:39.813687;Oeste;Municipal;TEC-0012;Red Agua Potable;1;2,2;1;94;1;2;730229,0;942485,4;29,07;604403,0;31300,0;94526,0;212256,4;PE;110;31,3;9;3;62;0;;0;0;0;;0
HIDRO-2025-00063;2023-08-30 13:28:39.810515;Este;Comunidad de Regantes;TEC-0020;Riego Agrícola;2;1,9;1;37;0;0;776515,6;1164773,4;50,0;706140,1;21448,2;48927,3;388257,8;;200;11,37;0;0;0;0;;0;22;2;;0
HIDRO-2025-00306;2023-08-30 13:28:39.814802;Sur;Privado;TEC-0046;Reparación;1;2,5;4;9;-7;1;88973,66;117634,84;32,21;87682,8;397,3;893,56;28661,18;PE;400;0,178;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-01345;2023-08-30 13:28:39.833390;Norte;Privado;TEC-0048;Riego Agrícola;1;1,5;2;18;-1;3;502226,8;612449,17;21,95;456722,8;13839,6;31664,4;110222,37;;200;7,36;0;0;0;0;;0;14;1;;0
HIDRO-2025-00411;2023-08-31 13:28:39.816630;Norte;Privado;TEC-0009;Reparación;2;2,1;1;35;0;4;9856,35;13402,65;35,98;7820,55;405,0;1630,8;3546,3;PE;110;0,27;0;0;0;0;;0;0;0;Rotura;2
HIDRO-2025-00587;2023-08-31 13:28:39.819919;Este;Privado;TEC-0003;Reparación;2;2,7;2;35;-2;2;30456,86;42865,83;40,74;29253,54;249,24;954,08;12408,97;FD;250;0,268;0;0;0;0;;0;0;0;Rotura;2
HIDRO-2025-00939;2023-08-31 13:28:39.826440;Central;Municipal;TEC-0008;Riego Agrícola;2;1,8;3;45;-5;1;641095,0;743155,19;15,92;568937,5;17970,0;54187,5;102060,19;;160;14,25;0;0;0;0;;0;28;2;;0
HIDRO-2025-00621;2023-09-01 13:28:39.820536;Oeste;Privado;TEC-0026;Red Agua Potable;1;2,9;2;58;-3;3;1316872,0;1975308,0;50,0;1197562,0;36084,0;83226,0;658436,0;PE;200;19,4;5;1;38;0;;0;0;0;;0
HIDRO-2025-00705;2023-09-01 13:28:39.822397;Central;Comunidad de Regantes;TEC-0018;Impermeabilización;1;2,8;2;12;-2;1;38542,6;48010,91;24,57;18915,81;4789,76;14837,03;9468,31;;0;0,0;0;0;0;1871;200gr;2058;0;0;;0
HIDRO-2025-01245;2023-09-01 13:28:39.831698;Central;Comunidad de Regantes;TEC-0015;Riego Agrícola;1;2,3;2;6;0;3;100654,8;126641,58;25,82;91495,8;2865,6;6293,4;25986,78;;200;1,46;0;0;0;0;;0;2;1;;0
HIDRO-2025-01389;2023-09-04 13:28:39.834127;Central;Industrial;TEC-0042;Impermeabilización;1;1,8;5;83;0;1;282966,99;274054,18;-3,15;152146,2;31925,76;98895,03;-8912,81;;0;0,0;0;0;0;12471;400gr;13718;0;0;;0
HIDRO-2025-01393;2023-09-05 13:28:39.834192;Oeste;Industrial;TEC-0029;Impermeabilización;1;2,1;1;8;9;1;27046,48;38733,95;43,21;14542,4;3051,52;9452,56;11687,47;;0;0,0;0;0;0;1192;400gr;1311;0;0;;0
HIDRO-2025-01460;2023-09-05 13:28:39.835401;Sur;Municipal;TEC-0049;Riego Agrícola;1;2,1;4;10;-6;2;55383,4;64038,28;15,63;45864,8;150,0;9368,6;8654,88;;90;3,34;0;0;0;0;;0;6;1;;0
HIDRO-2025-00963;2023-09-07 13:28:39.826844;Norte;Comunidad de Regantes;TEC-0011;Riego Agrícola;1;1,9;3;35;-5;0;1476135,0;1500493,78;1,65;1384102,0;26991,0;65042,0;24358,78;;250;14,35;0;0;0;0;;0;28;2;;0
HIDRO-2025-00213;2023-09-08 13:28:39.813202;Este;Privado;TEC-0006;Red Agua Potable;2;2,4;1;85;-1;1;507194,2;760791,3;50,0;419799,4;21740,0;65654,8;253597,1;PE;110;21,74;6;2;43;0;;0;0;0;;0
HIDRO-2025-00039;2023-09-09 13:28:39.810096;Central;Comunidad de Regantes;TEC-0041;Red Agua Potable;1;2,3;2;82;-2;1;6914345,8;8868156,06;28,26;6726453,0;50796,6;137096,2;1953810,26;PE;400;27,31;8;2;54;0;;0;0;0;;0
HIDRO-2025-00224;2023-09-09 13:28:39.813395;Central;Municipal;TEC-0043;Impermeabilización;1;1,6;1;116;0;3;469271,04;513374,58;9,4;217002,94;44692,48;207575,62;44103,54;;0;0,0;0;0;0;17458;vertederos;19204;0;0;;0
HIDRO-2025-00578;2023-09-09 13:28:39.819760;Sur;Privado;TEC-0004;Riego Agrícola;1;1,9;3;13;-4;4;493155,0;541133,95;9,73;462379,8;9059,4;21715,8;47978,95;;250;4,79;0;0;0;0;;0;9;1;;0
HIDRO-2025-01344;2023-09-09 13:28:39.833373;Oeste;Privado;TEC-0024;Reparación;1;1,1;2;2;-3;1;1519,95;1667,95;9,74;1445,89;24,55;49,5;148,0;FD;100;0,033;0;0;0;0;;0;0;0;Fuga;1
HIDRO-2025-00229;2023-09-10 13:28:39.813480;Central;Industrial;TEC-0004;Reparación;3;1,4;4;4;-6;3;2407,95;2911,26;20,9;2162,7;41,85;203,4;503,31;PE;250;0,015;0;0;0;0;;0;0;0;Rotura;3
HIDRO-2025-00365;2023-09-11 13:28:39.815837;Oeste;Comunidad de Regantes;TEC-0041;Riego Agrícola;1;2,6;4;10;-5;3;349385,0;410316,37;17,44;327556,8;6455,4;15372,8;60931,37;;250;3,39;0;0;0;0;;0;6;1;;0
HIDRO-2025-00062;2023-09-12 13:28:39.810498;Sur;Comunidad de Regantes;TEC-0041;Riego Agrícola;3;2,1;2;51;-3;1;211519,0;256927,88;21,47;175063,0;300,0;36156,0;45408,88;;90;12,9;0;0;0;0;;0;25;2;;0
HIDRO-2025-01101;2023-09-12 13:28:39.829251;Sur;Municipal;TEC-0014;Impermeabilización;2;1,3;3;135;-3;0;418037,76;410910,8;-1,7;193311,36;39813,12;184913,28;-7126,96;;0;0,0;0;0;0;15552;vertederos;17107;0;0;;0
HIDRO-2025-00010;2023-09-13 13:28:39.809577;Este;Comunidad de Regantes;TEC-0049;Red Agua Potable;2;1,1;3;140;-5;1;838946,8;897473,53;6,98;694387,6;35960,0;108599,2;58526,73;PE;110;35,96;10;3;71;0;;0;0;0;;0
HIDRO-2025-00120;2023-09-13 13:28:39.811566;Este;Comunidad de Regantes;TEC-0039;Riego Agrícola;2;2,0;5;42;-7;2;1343730,0;1339329,92;-0,33;1259937,2;24591,6;59201,2;-4400,08;;250;13,06;0;0;0;0;;0;26;2;;0
HIDRO-2025-00889;2023-09-13 13:28:39.825581;Central;Privado;TEC-0046;Riego Agrícola;1;2,7;4;11;-3;2;387400,0;465321,01;20,11;363206,2;7143,6;17050,2;77921,01;;250;3,76;0;0;0;0;;0;7;1;;0
HIDRO-2025-01236;2023-09-13 13:28:39.831538;Norte;Industrial;TEC-0019;Impermeabilización;3;2,8;3;186;-5;2;469486,08;704229,12;50,0;217102,38;44712,96;207670,74;234743,04;;0;0,0;0;0;0;17466;vertederos;19213;0;0;;0
HIDRO-2025-00499;2023-09-14 13:28:39.818249;Sur;Privado;TEC-0027;Impermeabilización;1;2,3;1;87;1;2;349359,36;506950,72;45,11;161552,71;33272,32;154534,33;157591,36;;0;0,0;0;0;0;12997;vertederos;14297;0;0;;0
HIDRO-2025-01327;2023-09-14 13:28:39.833078;Este;Industrial;TEC-0029;Red Agua Potable;2;2,3;5;7;-7;1;114038,4;122785,68;7,67;103706,4;3124,8;7207,2;8747,28;PE;200;1,68;1;1;3;0;;0;0;0;;0
HIDRO-2025-01246;2023-09-15 13:28:39.831715;Este;Municipal;TEC-0033;Red Agua Potable;1;2,4;2;66;0;1;2144458,8;3127024,38;45,82;2073567,6;27131,2;43760,0;982565,58;FD;300;21,88;6;2;43;0;;0;0;0;;0
HIDRO-2025-00604;2023-09-16 13:28:39.820237;Oeste;Industrial;TEC-0022;Impermeabilización;1;1,9;1;106;0;0;427902,72;626152,84;46,33;197873,17;40752,64;189276,91;198250,12;;0;0,0;0;0;0;15919;vertederos;17511;0;0;;0
HIDRO-2025-00752;2023-09-16 13:28:39.823210;Oeste;Privado;TEC-0012;Red Agua Potable;1;1,2;1;82;3;1;2792100,0;2979598,12;6,72;2618308,8;50666,4;123124,8;187498,12;PE;250;27,24;8;2;54;0;;0;0;0;;0
HIDRO-2025-00462;2023-09-17 13:28:39.817558;Norte;Industrial;TEC-0016;Red Agua Potable;1;2,6;4;146;-6;4;12339993,2;16524071,74;33,91;12004662,0;90656,4;244674,8;4184078,54;PE;400;48,74;14;4;97;0;;0;0;0;;0
HIDRO-2025-00434;2023-09-18 13:28:39.817027;Oeste;Privado;TEC-0043;Riego Agrícola;1;2,5;1;18;0;0;173172,3;243380,34;40,54;143546,1;7460,0;22166,2;70208,04;;110;7,31;0;0;0;0;;0;14;1;;0
HIDRO-2025-00083;2023-09-19 13:28:39.810900;Central;Industrial;TEC-0022;Reparación;1;1,8;1;13;3;1;38478,46;48163,21;25,17;36621,72;708,66;1148,08;9684,75;PE;250;0,254;0;0;0;0;;0;0;0;Rotura;1
HIDRO-2025-00114;2023-09-19 13:28:39.811463;Este;Comunidad de Regantes;TEC-0039;Red Agua Potable;1;1,3;3;61;-3;4;3224379,0;3443217,11;6,79;3089650,0;37683,6;97045,4;218838,11;PE;315;20,26;6;2;40;0;;0;0;0;;0
HIDRO-2025-00837;2023-09-19 13:28:39.824683;Oeste;Industrial;TEC-0028;Impermeabilización;3;1,2;3;16;-4;0;34897,22;47562,8;36,29;18763,6;3937,28;12196,34;12665,58;;0;0,0;0;0;0;1538;400gr;1692;0;0;;0
HIDRO-2025-01351;2023-09-19 13:28:39.833493;Oeste;Comunidad de Regantes;TEC-0021;Impermeabilización;1;2,5;2;83;-3;0;282036,7;347344,31;23,16;151646,0;31820,8;98569,9;65307,61;;0;0,0;0;0;0;12430;400gr;13673;0;0;;0
HIDRO-2025-01400;2023-09-19 13:28:39.834305;Este;Industrial;TEC-0009;Impermeabilización;1;2,6;4;123;-2;4;496796,16;726799,24;46,3;229731,26;47313,92;219750,98;230003,08;;0;0,0;0;0;0;18482;vertederos;20330;0;0;;0
HIDRO-2025-01179;2023-09-20 13:28:39.830577;Sur;Industrial;TEC-0027;Reparación;1;1,1;2;2;4;0;2849,62;3243,56;13,82;2750,88;32,74;66,0;393,94;FD;150;0,044;0;0;0;0;;0;0;0;Fuga;1
HIDRO-2025-00154;2023-09-21 13:28:39.812183;Oeste;Industrial;TEC-0018;Impermeabilización;3;2,0;2;197;3;1;418290,15;552141,28;32,0;224907,0;47193,6;146189,55;133851,13;;0;0,0;0;0;0;18435;400gr;20278;0;0;;0
HIDRO-2025-00194;2023-09-21 13:28:39.812878;Sur;Comunidad de Regantes;TEC-0012;Riego Agrícola;1;1,2;2;12;-2;0;477780,0;526592,42;10,22;447961,8;8780,4;21037,8;48812,42;;250;4,64;0;0;0;0;;0;9;1;;0
HIDRO-2025-01010;2023-09-21 13:28:39.827653;Central;Industrial;TEC-0001;Red Agua Potable;1;1,5;3;44;-4;0;2344279,5;2719062,45;15,99;2246325,0;27397,8;70556,7;374782,95;PE;315;14,73;4;1;29;0;;0;0;0;;0
HIDRO-2025-01210;2023-09-21 13:28:39.831102;Este;Privado;TEC-0021;Riego Agrícola;3;1,5;4;49;-6;1;202623,5;217124,64;7,16;167707,0;300,0;34616,5;14501,14;;90;12,35;0;0;0;0;;0;24;2;;0
HIDRO-2025-00018;2023-09-22 13:28:39.809721;Sur;Municipal;TEC-0036;Red Agua Potable;2;2,5;3;2;-2;2;61500,0;75907,69;23,43;57672,0;1116,0;2712,0;14407,69;PE;250;0,6;1;1;1;0;;0;0;0;;0
HIDRO-2025-00554;2023-09-23 13:28:39.819330;Central;Municipal;TEC-0021;Impermeabilización;2;2,7;2;41;-2;3;125690,88;177899,48;41,54;58122,68;11970,56;55597,64;52208,6;;0;0,0;0;0;0;4676;vertederos;5144;0;0;;0
HIDRO-2025-01131;2023-09-23 13:28:39.829780;Central;Municipal;TEC-0047;Red Agua Potable;2;1,9;1;65;9;1;2662579,5;3896858,75;46,36;2551325,0;31117,8;80136,7;1234279,25;PE;315;16,73;5;1;33;0;;0;0;0;;0
HIDRO-2025-00034;2023-09-24 13:28:39.810002;Este;Privado;TEC-0011;Red Agua Potable;1;2,8;5;80;-7;3;1186445,8;1118606,36;-5,72;1052698,1;32971,6;100776,1;-67839,44;PE;160;26,59;7;2;53;0;;0;0;0;;0
HIDRO-2025-00842;2023-09-24 13:28:39.824769;Central;Privado;TEC-0025;Riego Agrícola;1;1,7;1;28;4;1;1135295,0;1356618,54;19,49;1064473,6;20815,8;50005,6;221323,54;;250;11,03;0;0;0;0;;0;22;2;;0
HIDRO-2025-01124;2023-09-24 13:28:39.829661;Sur;Comunidad de Regantes;TEC-0007;Red Agua Potable;2;1,7;3;90;-3;3;3381068,8;3740743,32;10,64;3299455,2;28668,8;52944,8;359674,52;FD;400;23,12;6;2;46;0;;0;0;0;;0
HIDRO-2025-01248;2023-09-24 13:28:39.831748;Este;Municipal;TEC-0001;Reparación;1;1,1;2;6;6;1;65099,66;73078,77;12,26;64231,44;249,98;618,24;7979,11;PE;500;0,112;0;0;0;0;;0;0;0;Fuga;1
HIDRO-2025-01111;2023-09-25 13:28:39.829446;Sur;Industrial;TEC-0037;Riego Agrícola;1;1,0;5;10;-7;1;60596,6;48477,28;-20,0;50180,2;150,0;10266,4;-12119,32;;90;3,66;0;0;0;0;;0;7;1;;0
HIDRO-2025-01192;2023-09-25 13:28:39.830804;Central;Privado;TEC-0049;Red Agua Potable;1;1,8;3;100;-5;1;5291737,5;5892079,59;11,34;5070625,0;61845,0;159267,5;600342,09;PE;315;33,25;9;3;66;0;;0;0;0;;0
HIDRO-2025-01282;2023-09-25 13:28:39.832336;Norte;Comunidad de Regantes;TEC-0022;Red Agua Potable;2;1,3;4;119;-6;1;2064909,6;2359741,17;14,28;1877826,6;56581,2;130501,8;294831,57;PE;200;30,42;9;3;60;0;;0;0;0;;0
HIDRO-2025-00152;2023-09-26 13:28:39.812149;Norte;Industrial;TEC-0035;Reparación;3;1,7;3;60;-5;1;96437,7;135767,76;40,78;91993,05;694,71;3749,94;39330,06;PE;400;0,249;0;0;0;0;;0;0;0;Rotura;3
HIDRO-2025-01484;2023-09-27 13:28:39.835800;Central;Industrial;TEC-0033;Reparación;1;2,5;1;14;3;1;88614,25;118377,02;33,59;86620,0;633,89;1360,36;29762,77;PE;315;0,284;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-00276;2023-09-28 13:28:39.814291;Oeste;Municipal;TEC-0044;Riego Agrícola;1;2,6;5;28;-7;1;737055,2;752407,18;2,08;670251,7;20369,4;46434,1;15351,98;;200;10,79;0;0;0;0;;0;21;2;;0
HIDRO-2025-00567;2023-09-28 13:28:39.819570;Norte;Privado;TEC-0025;Red Agua Potable;2;1,4;4;4;0;1;265839,0;325067,56;22,28;258615,0;1953,0;5271,0;59228,56;PE;400;1,05;1;1;2;0;;0;0;0;;0
HIDRO-2025-00629;2023-09-28 13:28:39.820675;Central;Municipal;TEC-0049;Red Agua Potable;1;1,4;2;137;-2;1;7282704,0;7226812,99;-0,77;6978400,0;85113,6;219190,4;-55891,01;PE;315;45,76;13;4;91;0;;0;0;0;;0
HIDRO-2025-00780;2023-09-28 13:28:39.823698;Central;Privado;TEC-0045;Impermeabilización;1;2,0;2;14;-3;1;44496,0;63030,59;41,65;21837,6;5529,6;17128,8;18534,59;;0;0,0;0;0;0;2160;200gr;2376;0;0;;0
HIDRO-2025-00325;2023-09-29 13:28:39.815133;Sur;Industrial;TEC-0012;Impermeabilización;2;3,0;5;168;-5;3;399701,8;488016,46;22,1;196164,33;49671,68;153865,79;88314,66;;0;0,0;0;0;0;19403;200gr;21343;0;0;;0
HIDRO-2025-00831;2023-09-29 13:28:39.824583;Sur;Municipal;TEC-0050;Impermeabilización;1;2,5;1;36;0;1;112640,8;154698,94;37,34;55281,48;13998,08;43361,24;42058,14;;0;0,0;0;0;0;5468;200gr;6015;0;0;;0
HIDRO-2025-01042;2023-09-29 13:28:39.828224;Este;Privado;TEC-0049;Riego Agrícola;1;1,3;3;32;8;0;888198,8;896645,25;0,95;807717,3;24498,6;55982,9;8446,45;;200;13,01;0;0;0;0;;0;26;2;;0
HIDRO-2025-00765;2023-09-30 13:28:39.823437;Central;Privado;TEC-0038;Reparación;2;2,8;3;13;-2;2;14834,56;20537,73;38,45;14408,46;73,66;352,44;5703,17;FD;250;0,099;0;0;0;0;;0;0;0;Sustitución;2
